site_id,site_name,directions_to_site,administrator_of_site,number_of_docks,number_of_restrooms,number_of_parking_lots,number_of_accessible_spaces,number_of_trailer_spaces,number_of_vehicle_spaces,parking_lot_surface,number_of_ramps,ramp_surface,site_longitude,site_latitude
WAS01355,East Crooked Lake Public Water Access Site,"From Nevis, 4.4 mi N on Cnty Rd 2, then 0.8 mi E on Twp Rd to NW shore.",DNR Division of Parks and Trails,1,0,1,0,8,4,gravel,1,concrete slab,-94.828618,47.033252
WAS01356,Blue Lake Public Water Access Site,"From Park Rapids, 6.2 mi N on US Hwy 71, then 5.3 mi E on Cnty Rd 40, then .2 mi E on Twp Rd to W shore.",DNR Division of Parks and Trails,1,0,1,0,15,8,gravel,1,concrete slab,-95.009544,47.021795
WAS01357,Big Sand Lake Public Water Access Site,"4.5 mi E of Park Rapids on Mn Hwy 34, then 1.3 mi N on Mn Hwy 226, then 1.6 mi N on Cnty Rd 7, then .6 mi W on Cnty Rd 87 to SE shore.",DNR Division of Parks and Trails,0,1,1,1,22,0,asphalt,1,concrete slab,-94.948843,46.98628
WAS01358,10th Crow Wing Lake Public Water Access Site,"On the S side of Akeley, 1.9 mi W on Cnty Rd 49, to E shore of Tenth Crow Wing Lake.",DNR Division of Parks and Trails,1,0,1,0,10,5,gravel,1,concrete slab,-94.754608,46.985043
WAS01359,Fish Hook Lake Public Water Access Site,"1.5 miles northwest of Park Rapids, off US HIghway 71, on the south shore of Fish Hook Lake.",Hubbard County,1,1,1,0,16,0,,2,natural,-95.075065,46.945606
WAS01360,Hinds Lake Public Water Access Site,"6 miles south of Park Rapids, 1 mile off County Road 11, on the east shore of Hinds Lake.",Straight River Township,0,0,1,0,6,0,gravel,1,natural,-95.042667,46.840157
WAS01361,Duck Lake Public Water Access Site,"From Hubbard, 5 mi E on Cnty Rd 109, then 1 mi S on Cnty Rd 108, then 1.1 mi S on Twp Rd to W shore.",DNR Division of Parks and Trails,1,0,1,0,10,5,gravel,1,concrete slab,-94.917056,46.804942
WAS01362,6th Crow Wing Lake Public Water Access Site,"From Nevis, 3.8 mi S on Cnty Rd 13, then 1.6 mi W on Twp Rd 28, then .4 mi N on Twp Rd 29 to S shore of lake.",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-94.870387,46.92253
WAS01363,"Erie Lake, Priest Public Water Access Site","7.7 mi E of Mahnomen on Mn Hwy 200, then 1 mi S on Cnty Rd 3, then 0.4 mi S on Cnty Rd 127, then 0.1 mi E on Twp Rd to W shore.",DNR Division of Parks and Trails,0,0,1,0,1,0,natural,1,natural,-95.800297,47.303558
WAS01364,4th Crow Wing Lake Public Water Access Site,"From Nevis, 3.4 mi S on Cnty Rd 13, then 1 mi E on Twp Rd 27, then 4 mi S on Twp Rd 26 to E shore of lake.",DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab,-94.858148,46.873733
WAS01365,3rd Crow Wing Lake Public Water Access Site,"From Nevis, 3.4 mi S on Cnty Rd 13, then 1 mi E on Twp Rd 27, then 4 mi S on Twp Rd 26, to W shore of lake.",DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab,-94.85071,46.873791
WAS01366,"Crooked Lake, Hwy 56 Public Water Access Site",Located on north end of lake off of County Highway 56.,Itasca County,0,0,1,0,0,0,gravel,1,concrete slab,-93.316112,47.450744
WAS01367,"Blue Earth River, Rapidan Dam Public Water Access Site",From US-169 follow Hwy 9 east for 1.2 miles to Glory Ln.  Take Glory Ln north for 0.2 miles to the access.,Blue Earth County,0,1,1,0,4,6,gravel,1,gravel,-94.109022,44.094356
WAS01368,"Blue Earth River, Co 90 Bridge Public Water Access Site",From US-169 head southeast on Hwy 90 for 2.3 miles to the access.,Blue Earth County,0,0,1,0,10,20,gravel,1,natural,-94.04559,44.131485
WAS01369,"Blue Earth River, City of Blue Earth Public Water Access Site","On the north side of Blue Earth off of E Leland Pkwy
On the East Fork of Blue Earth River.",City of Blue Earth,0,0,1,0,0,8,natural,0,natural,-94.096548,43.645559
WAS01370,"Cottonwood River, Theden's Landing Public Water Access Site",Follow 260th Ave south out of Sleepy Eye for 4 miles to the access.,Brown County,0,0,1,0,2,6,gravel,1,natural,-94.697026,44.243225
WAS01371,Indian Lake Public Water Access Site,"From CR 19, 2 miles east of Winthrop, follow CR 4 north for 2.5 miles to 256th St.  Take 256th St west for 0.6 miles to the access.",DNR Division of Fish and Wildlife,0,0,1,0,0,0,gravel,0,natural,-94.328198,44.578432
WAS01373,"Chippewa River, Swift County Public Water Access Site",Just west of Benson Park off of Atlantic Ave.,City of Benson,0,0,1,0,5,0,asphalt,1,concrete slab,-95.617465,45.321811
WAS01374,"Big Stone Lake, Meadowbrook, SPK Rd Public Water Access Site",8 mi NW of Ortonville on NE shore.  Take Hwy 7 to State Park Rd.,DNR Division of Parks and Trails,1,1,1,0,10,0,asphalt,1,concrete slab,-96.534892,45.385362
WAS01375,"Cannon River, South Alexander Park Public Water Access Site",Follow Co Rd 3 north out of Faribault for 4 miles to 151st St E.  Follow 151st St E for 0.8 miles to access.,City of Faribault,0,0,1,0,6,0,asphalt,1,concrete slab,-93.279812,44.303532
WAS01376,"Cedar River, Ramsey Mill Pond Public Water Access Site",North side of Austin on Co Rd 16,DNR Division of Parks and Trails,0,0,1,0,5,0,natural,1,concrete slab,-92.959511,43.706473
WAS01377,"Cedar River, Dreisner Park Public Water Access Site",In Austin on 8th St SE,City of Austin,0,0,1,0,0,5,gravel,0,natural,-92.96495,43.662805
WAS01378,"Cannon River, Sechler City Park Public Water Access Site",Southwest of Northfield on 100th St E,City of Northfield,0,0,0,0,0,0,,0,natural,-93.185986,44.445103
WAS01379,"Cannon River, Riverside City Park, Hwy 3 Public Water Access Site","In Northfield, west of MN Highway 3, on the east bank of the Cannon River.",City of Northfield,0,0,0,0,0,0,,0,natural,-93.164776,44.453121
WAS01380,"Cannon River, Dundas Access Public Water Access Site","In Dundas, 3 blocsk south of County Road 1, on 1st Street, on the east bank of the Cannon River.",City of Dundas,0,0,0,0,0,0,,0,natural,-93.207762,44.426415
WAS01381,"Cannon River, Wildeness Area Public Water Access Site",Follow Hwy 3 for 4.2 miles north out of Faribault to 151st St E.  Follow 151st St E east for 0.7 miles to the access.,Rice County,0,1,1,0,0,0,gravel,1,natural,-93.231914,44.369031
WAS01382,Cody/Phelps Lake Public Water Access Site,"1 mi S of Lonsdale, on Cnty Rd 4, then 3 mi W on Cnty Rd 59 to S shore of Cody Lake.",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-93.50313,44.460362
WAS01383,Fox Lake Public Water Access Site,"4 mi N of Faribault on Cnty Rd 46, then 1 mi W on Cnty Rd 76, then N on Twp Rd to S shore.",DNR Division of Parks and Trails,1,1,1,0,7,0,gravel,1,concrete slab,-93.327373,44.387096
WAS01384,Circle Lake Public Water Access Site,"0.5 mi W of Millersburg on Cnty Rd 1, then 1 mi W on Cnty Rd 61 to NW shore.",DNR Division of Parks and Trails,1,0,1,0,20,0,gravel,1,concrete slab,-93.35912,44.424993
WAS01385,Cedar Lake Public Water Access Site,6 mi W of Faribault on Cnty Rd 38 to NE shore of eastern portion of the lake.,DNR Division of Parks and Trails,2,0,1,0,12,0,gravel,1,concrete slab,-93.41959,44.301355
WAS01386,Hunt Lake Public Water Access Site,"4 mi SW of Shieldsville on Cnty Rd 10, then S on Cnty Rd 37 to NE shore.",DNR Division of Parks and Trails,1,0,1,0,7,0,gravel,1,concrete slab,-93.441281,44.336904
WAS01387,Dudley-kelly Lake Public Water Access Site,"3.5 mi NW of Faribault on Mn Hwy 21, then 1 mi W on Cnty Rd 69, then W on Twp Rd to SW shore of Dudley Lake.",DNR Division of Parks and Trails,1,0,1,0,12,0,asphalt,1,concrete slab,-93.369098,44.351077
WAS01388,Horseshoe Lake Public Water Access Site,"3 mi NW of Morristown on CNty Rd 16, then 2 mi W on Cnty Rd 14 to SE shore.",DNR Division of Parks and Trails,1,0,1,0,9,0,gravel,1,concrete slab,-93.522064,44.255572
WAS01389,East Side Lake Public Water Access Site,"In Austin, on Oakland Place East, on Dobbins Creek.",City of Austin,1,0,1,0,0,0,asphalt,1,concrete slab,-92.951046,43.671556
WAS01390,Austin Mill Pond Public Water Access Site,In Austin on 4th St NE,City of Austin,0,0,1,0,5,0,gravel,1,concrete slab,-92.973272,43.674031
WAS01391,"Freeborn Lake, Arrowhead Co Park Public Water Access Site","3 miles south of the city of Freeborn, off CSAH 8, on the east shore of Freeborn Lake.",Freeborn County,0,1,1,0,10,0,gravel,1,concrete slab,-93.558698,43.740883
WAS01392,"Albert Lea Lake, St. Nicholas Landing Public Water Access Site",4 mi SE of the city of Albert Lea on Cnty Rd 19 to S shore.,DNR Division of Parks and Trails,1,0,1,0,7,0,gravel,1,concrete slab,-93.313083,43.612249
WAS01393,"Albert Lea Lake, Myre Big Island SPK Public Water Access Site","2 mi E of Albert Lea on Cnty Rd 46, then 2 mi N on Cnty Rd 38 within Myre-Big Island State Park.",DNR Division of Parks and Trails,1,1,1,0,8,0,gravel,1,concrete slab,-93.291149,43.629668
WAS01394,Bear Lake Public Water Access Site,"3 mi SW of Twin Lakes on US Hwy 69, then 2 mi W on Cnty Rd 78, then 1.5 mi N on Cnty Rd 14, then 1 mi W on Cnty Rd 9 to N shore.",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,concrete slab,-93.494212,43.560157
WAS01395,"Albert Lea Lake, Frank Hall Park Public Water Access Site",In Albert Lea on 1st St E,City of Albert Lea,1,0,1,0,24,0,asphalt,2,concrete slab,-93.359531,43.642883
WAS01396,Duck Lake Public Water Access Site,.5 mi N of the city of Madison Lake on SE shore.,Blue Earth County,1,1,1,0,20,0,gravel,1,concrete slab,-93.816463,44.21146
WAS01397,George Lake Public Water Access Site,3.5 mi NW of the city of Madison Lake on shore.,Blue Earth County,1,0,1,0,16,4,asphalt,1,concrete slab,-93.868547,44.229755
WAS01398,Gilfillin Lake Public Water Access Site,Take 227th St west out of Madison Lake for 1.3 miles to 610th Ave.  Follow 610th Ave north for 0.1 miles to the access.,DNR Division of Fish and Wildlife,0,0,1,0,2,4,gravel,1,natural,-93.848244,44.194127
WAS01399,"Cannon River, Sakatah Lake, Waterville Public Water Access Site","In the city of Waterville, at the 1st Street crossing on Tetonka Lake.",City of Waterville,1,0,1,0,6,4,asphalt,2,concrete slab,-93.570646,44.221792
WAS01400,Frances Lake (W) Public Water Access Site,"At the north end of Elysian, on the south shore of Francis Lake.",Le Sueur County,1,1,1,0,6,0,gravel,1,concrete slab,-93.72666,44.212554
WAS01401,Gorman Lake (W) Public Water Access Site,"5 miles southeast of Le Center, off CSAH 5 on the west shore of Gorman Lake.",Le Sueur County,1,0,1,0,6,2,gravel,1,natural,-93.669421,44.334924
WAS01402,Gorman Lake (SE) Public Water Access Site,"4 miles northwest of Kilkenny, on County Road 136, on Gorman Lake.",Le Sueur County,0,0,1,0,4,4,natural,1,gravel,-93.657719,44.33436
WAS01403,Clear Lake Public Water Access Site,3 mi NE of Le Center on W shore.,DNR Division of Parks and Trails,2,1,1,0,12,0,gravel,1,concrete slab,-93.700691,44.440103
WAS01404,Gorman Lake (S) Public Water Access Site,"6 mi NW of Kilkenny on Cnty Rd 2, then E 0.25 mi to S shore.",DNR Division of Parks and Trails,1,1,1,0,6,6,gravel,1,concrete slab,-93.661556,44.331785
WAS01405,Green Leaf Lake Public Water Access Site,"2.25 mi S of Montgomery on Mn Hwy 13, then 0.75 mi W on Cnty Rd 140 to E shore.",DNR Division of Parks and Trails,1,1,1,0,12,0,gravel,1,concrete slab,-93.6195,44.400416
WAS01406,German Lake (N) Public Water Access Site,6.5 mi SE of Cleveland off Cnty Rd 12 to N shore.,DNR Division of Parks and Trails,1,1,1,0,24,0,asphalt,2,concrete slab,-93.722258,44.282757
WAS01407,Clear Lake (N) Public Water Access Site,Head west out of Lafayette on CR 1 for 7.2 miles to CR 16.  Follow CR 16/CR 2 north for 3 miles to the access.,DNR Division of Parks and Trails,1,0,1,0,6,4,gravel,1,concrete slab,-94.520544,44.470933
WAS01408,High Island Lake Public Water Access Site,"In New Auburn, on W shore.",DNR Division of Parks and Trails,1,0,1,0,12,4,gravel,1,concrete slab,-94.225958,44.674165
WAS01409,Echo Lake Public Water Access Site,3.5 mi NE of Hutchinson to N shore.,DNR Division of Parks and Trails,0,0,1,0,15,0,gravel,1,concrete slab,-94.336332,44.949722
WAS01410,Hook Lake Public Water Access Site,3.5 mi NE of Hutchinson to E shore.,DNR Division of Parks and Trails,1,0,1,0,6,0,asphalt,1,concrete slab,-94.336331,44.951116
WAS01411,Clear Lake (N) Public Water Access Site,"1 block of MN Highway #14, on the southeast shore of Clear Lake.",City of Waseca,2,1,1,0,12,6,natural,2,concrete slab,-93.487377,44.09566
WAS01412,Elysian Lake (S) Public Water Access Site,1 mile north of  Janesville adjacent to Lakeview Park on Elysian Lake.,DNR Division of Parks and Trails,1,1,1,0,15,10,asphalt,2,concrete slab,-93.709246,44.145921
WAS01413,Buffalo Lake Public Water Access Site,5 mi SW of Janesville to NW shore.,DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab,-93.737544,44.065503
WAS01414,Goose Lake (N) Public Water Access Site,"4 mi E of downtown Waseca on US Hwy 14, to N shore.",DNR Division of Parks and Trails,0,0,1,0,6,6,natural,1,concrete slab,-93.431379,44.085766
WAS01415,Indian Lake Public Water Access Site,From US-14 follow 631st Ave south for 2 miles to 195th St.  Follow 195th St west for 0.9 miles to the access.,DNR Division of Parks and Trails,0,0,1,0,6,2,natural,1,natural,-93.786815,44.110211
WAS01416,Emily Lake Public Water Access Site,2 mi NE of Kasota to S shore.,DNR Division of Parks and Trails,1,1,1,0,15,0,gravel,1,concrete slab,-93.915734,44.303873
WAS01417,Elysian Lake (N) Public Water Access Site,0.5 mi E of the city of Elysian on Mn Hwy 60 to N shore.,DNR Division of Parks and Trails,1,1,1,0,30,0,gravel,1,concrete slab,-93.657591,44.197783
WAS01418,"Hanska Lake, Godahl Landing Public Water Access Site",3 mi N of Godahl on Cnty Rd 10 on S shore.,Albin Township,1,1,1,0,12,6,gravel,1,concrete slab,-94.636999,44.152083
WAS01419,"Cottonwood River, Cottonwood Street Bridge Highway #15 Public Water Access Site",In New Ulm under Hwy #15 Bridge,DNR Division of Parks and Trails,0,0,1,0,0,4,natural,0,natural,-94.436059,44.282652
WAS01420,Clear Lake Public Water Access Site,6 mi SW of New Ulm on SW shore.,DNR Division of Parks and Trails,1,1,1,0,15,0,gravel,1,concrete slab,-94.518117,44.253965
WAS01421,"Cottonwood River, Springfield Public Water Access Site",In Springfield's Riverside Park off of S Cass Ave.,City of Springfield,0,1,1,0,0,12,asphalt,0,natural,-94.974032,44.237775
WAS01422,"Cottonwood River, Co Rd 2 Juenemann Landing Public Water Access Site",Head west out of Springfield on US-14 for 2.8 miles to County Highway 2.  Follow County Highway 2 south for 2.4 miles to the access.,Brown County,0,0,1,0,0,3,natural,0,natural,-95.048505,44.203465
WAS01423,"Cottonwood River, Co Rd 10 Public Water Access Site","From US 14, just east of Sleepy Eye, follow 250th Ave south for 1.7 miles to the access.",DNR Division of Parks and Trails,0,0,1,0,2,3,gravel,0,natural,-94.679573,44.282157
WAS01424,"Cottonwood River, Co Rd 11 Public Water Access Site","From US-14, just east of Essig, follow CR 11 south for 3.2 miles to the access.",Cottonwood County,0,0,1,0,2,6,asphalt,0,natural,-94.592984,44.278837
WAS01425,"Hanska Lake, Geiger Point Public Water Access Site",From Highway 20 follow 240th St south for 0.5 miles to the access.,Albin Township,1,1,1,0,20,5,gravel,1,concrete slab,-94.658707,44.158919
WAS01426,Crystal Lake Public Water Access Site,On E side of City of Lake Crystal on NW shore.,City of Lake Crystal,2,1,1,0,10,0,asphalt,1,concrete slab,-94.212002,44.108149
WAS01427,Eagle Lake Public Water Access Site,4 mi W of the City of Madison Lake.,Blue Earth County,1,0,1,0,10,6,gravel,1,concrete slab,-93.889774,44.206587
WAS01428,Hozba Marsh WMA Public Water Access Site,From State Highway 83 head south on CR 14 for 4.2 miles to the access.,DNR Division of Fish and Wildlife,0,0,1,0,0,6,natural,0,natural,-93.826455,43.989815
WAS01429,Cottonwood Lake Public Water Access Site,6 mi E of Mapleton on N shore.,DNR Division of Parks and Trails,0,0,1,0,20,0,natural,1,gravel,-93.854688,43.948741
WAS01430,"Minnesota River, Eckstein Landing Public Water Access Site",0.5 mi E of New Ulm on Cnty Rd 37.,DNR Division of Parks and Trails,0,0,1,0,10,4,gravel,1,concrete slab,-94.427195,44.299388
WAS01431,Duck Lake Public Water Access Site,"From CR 111, 4.7 miles north of Nicollet, take CR 5 east for 1.1 miles to the access.",DNR Division of Fish and Wildlife,0,0,1,0,0,6,natural,1,natural,-94.168237,44.344665
WAS01432,Guckeen Lake Public Water Access Site,Just south of I-90 on Hwy 1,DNR Division of Parks and Trails,0,0,1,0,7,5,gravel,1,concrete slab,-94.226084,43.663598
WAS01433,Clear Lake (E) Public Water Access Site,Head west from Lafayette on CR 1 for 5.1 miles ti Twp Rd 12.  Follow Twp Rd 12 north for 2 miles.  Turn left and follow to the access.,Sibley County,0,0,1,0,12,6,natural,1,gravel,-94.511482,44.46188
WAS01434,Cedar Lake Public Water Access Site,6 mi NW of Hutchinson to S shore.,DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab,-94.460036,44.956523
WAS01435,Bakers Lake Public Water Access Site,Follow CR 13 south out of Brownton for 3.4 miles to 50th St.  Take 50th St west for 1 mile to the access point.,DNR Division of Parks and Trails,0,0,1,0,0,0,gravel,1,gravel,-94.346609,44.680498
WAS01436,Eagle Lake Public Water Access Site,5 mi N of Stewart to NW shore.,DNR Division of Parks and Trails,0,0,1,0,15,0,gravel,1,gravel,-94.446173,44.804171
WAS01437,Clear Lake Public Water Access Site,"1 mile west of the city of Bingham Lake, off County Road 44, on the north shore of Clear Lake.",DNR Division of Parks and Trails,0,0,1,0,2,2,gravel,1,concrete slab,-95.079348,43.903045
WAS01438,Augusta Lake (W) Public Water Access Site,"4 miles southeast of Stordan, off CSAH 3 on southeast shore of Augusta Lake.",DNR Division of Parks and Trails,0,0,1,0,0,6,gravel,1,concrete slab,-95.279312,44.007478
WAS01439,Eagle Lake Public Water Access Site,3.5 mi NW of city of Mountain Lake off Cnty Rd 46 on NE shore.,DNR Division of Parks and Trails,0,0,1,0,5,5,gravel,1,concrete slab,-95.00467,43.953609
WAS01440,Hurricane Lake Public Water Access Site,6 mi N of Storden off CSAH 5 on W shore.,DNR Division of Fish and Wildlife,0,0,1,0,0,5,natural,0,natural,-95.340315,44.11173
WAS01441,Bat Lake Public Water Access Site,1 mi S of Delft off Cnty Rd 50 on N shore.,DNR Division of Fish and Wildlife,0,0,1,0,0,3,natural,0,natural,-95.078987,43.975782
WAS01442,Cottowood Lake (E) Public Water Access Site,"0.25 miles north of Main Street on County Road 23, in the city of Cottonwood.",City of Cottonwood,2,0,1,0,10,8,gravel,2,concrete slab,-95.668272,44.615974
WAS01443,"Des Moines River, Petersburg Public Water Access Site",On Hwy 4/Petersburg Rd in Petersburg,DNR Division of Parks and Trails,0,0,1,0,4,2,gravel,1,concrete slab,-94.918957,43.526379
WAS01444,"Des Moines River, Belmon Public Water Access Site",From US-71 follow CR 19 south for 6.6 miles to access.,DNR Division of Parks and Trails,0,1,1,0,4,0,gravel,1,concrete slab,-95.054736,43.7243
