Site ID,Site Name,Directions to Site,Site Coordinates,Administrator of Site,Number of Docks,Number of Restrooms,Number of Parking Lots,Number of Accessible Spaces,Number of Trailer Spaces,Number of Vehicle Spaces,Parking Lot Surface,Number of Ramps,Ramp Surface
WAS02012,Spirit Lake Public Water Access Site,"7 miles South of Aitkin on US Hwy. 169, then 1.25 miles East on Aitkin Co. Rd. #28.","[-93.7154, 46.432638]",DNR Division of Parks and Trails,0,0,1,0,12,0,gravel,1,concrete slab
WAS02013,"Rat Root River, Ericsburg Public Water Access Site","From Hwy 53, 10 miles south of International Falls, take Town Rd 195 east to access","[-93.323745, 48.489401]",Koochiching County,0,0,1,0,7,0,gravel,1,concrete slab
WAS02014,Round Lake Public Water Access Site,From CR 16 follow VF 416 north for 6.2 miles to access trail.  Follow access trail for 2.3 miles to the access.,"[-91.819271, 47.477898]",DNR Division of Parks and Trails,0,0,0,0,0,0,,0,
WAS02015,Vermilion River Co Rd 491 Public Water Access Site,"18 miles northeast of Orr, off Forest Route 491, on the northwest side of the Vermilion River.","[-92.566373, 48.264739]",U.S. Forest Service,0,1,1,0,0,8,gravel,1,natural
WAS02016,Silver Lake Public Water Access Site,"4 miles N of Cass Lake on Cty Rd 33, N 1.5 miles on Forest Rd 2195 to E shore of lake.","[-94.612941, 47.467957]",U.S. Forest Service,0,0,1,0,3,1,gravel,1,natural
WAS02017,Puposky Lake Public Water Access Site,1 mi N of Puposky on Cnty Rd 26 then W on Twp Rd to SE shore.,"[-94.910876, 47.679162]",DNR Division of Parks and Trails,0,0,1,0,0,4,gravel,1,natural
WAS02018,Turtle River Lake (N) Public Water Access Site,".5 mile SE of the town of Turtle River on Farley Drive NE, on the north shore of lake.","[-94.749021, 47.599792]",DNR Division of Parks and Trails,0,0,2,0,15,0,gravel,1,concrete slab
WAS02019,South Twin Lake Public Water Access Site,"8 miles east of Turtle River, 1.5 miles off County Road 22 on the southeast tip of south shore.","[-94.575167, 47.582604]",U.S. Forest Service,0,1,1,0,3,2,gravel,1,concrete slab
WAS02020,Walker Brook Lake Public Water Access Site,3 mi SW of Shevlin off Cnty Rd 31 on S shore.,"[-95.301926, 47.49085]",DNR Division of Parks and Trails,0,0,1,0,2,2,gravel,1,concrete slab
WAS02021,Welsh Lake Public Water Access Site,"8.5 miles southeast of city of Cass Lake, on Squaw Point Road, on northeast shore of Welsh Lake.","[-94.554942, 47.256188]",DNR Division of Parks and Trails,1,0,1,0,3,2,gravel,1,concrete slab
WAS02022,Sanborn Lake Public Water Access Site,"3 miles East of Backus on MN Hwy. 87, then 0.1 mile South on Powers Township Road.","[-94.45301, 46.83789]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS02023,Three Island Lake Public Water Access Site,"5 mile northwest of Longville, off County Road 125, on north shore of Three Island Lake.","[-94.262563, 47.043257]",U.S. Forest Service,0,0,1,0,6,0,gravel,1,concrete slab
WAS02024,Spike Lake Public Water Access Site,"6 mi N of Leonard, on Co Rd 14; 0.5 mi W on Co Rd 4; N on a Twp Rd, on the NE shore.","[-95.27544, 47.740361]",Sinclair Township,0,1,1,0,3,0,gravel,1,natural
WAS02025,Webster Lake Public Water Access Site,"9 miles southeast of Blackduck, 3 miles off County Road 39, on the south shore.","[-94.508148, 47.605359]",U.S. Forest Service,0,1,1,0,8,0,gravel,1,gravel
WAS02026,Wapatus (Island) Lake Public Water Access Site,"4 mi W of Zerkel on Hwy 200, then 3.2 mi S on Height of Land Forest Rd, then .2 mi W on access rd.","[-95.497343, 47.269052]",DNR Division of Fish and Wildlife,0,0,1,0,2,0,gravel,1,natural
WAS02027,Strawberry Lake Public Water Access Site,"10.6 mi E of White Earth on Co Rd 34, then 1 mi E on Co Rd 143, then .5 mi N on Twp Rd to S shore.","[-95.700547, 47.057511]",DNR Division of Parks and Trails,1,1,1,0,11,0,asphalt,1,concrete slab
WAS02028,St. Clair Lake Public Water Access Site,"4 miles northeast of Callaway, off County Road 110 on the southeast shore of St. Clair Lake.","[-95.818758, 47.020693]",Becker County,0,0,1,0,3,0,gravel,1,natural
WAS02029,Shell Lake Public Water Access Site,"3.4 mi W of Ponsford on Cnty Rd 26, then 2.7 mi S on Cnty Rd 37 to W shore.","[-95.485808, 46.947264]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS02030,Tamarack Lake (N) Public Water Access Site,10 mi NE of Detroit Lakes in the Tamarac Wildlife Refuge - off Co Rd 26 on N shore of lake.,"[-95.677096, 46.950121]",U.S. Fish and Wildlife Service,0,1,1,0,15,0,gravel,1,natural
WAS02031,Rice Lake (W) Public Water Access Site,"In the Tamarac Wildlife Refuge, 1 mile north of County Road 126 on the southwest shore.","[-95.584355, 46.926934]",U.S. Fish and Wildlife Service,0,0,1,0,4,0,gravel,1,gravel
WAS02032,Shipman Lake Public Water Access Site,"5 miles south of Osage, off County Road 125, on the south shhore of Shipman Lake.","[-95.208406, 46.855659]",Becker County,1,1,1,0,8,0,gravel,1,natural
WAS02033,Turtle Lake Public Water Access Site,.2 mi W of Lake Park on Hwy 10; 7.3 mi S Co Rd 1; .4 mi W Twp Rd; .1 mi S Twp Rd; .1 mi W Twp Rd.,"[-96.170567, 46.784874]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02034,Sauers Lake Public Water Access Site,"6 miles south of Detroit Lakes, off US Highway #59, on the northwest shore of Sauers Lake.","[-95.884167, 46.721937]",MNDOT,0,1,1,0,8,0,gravel,1,concrete slab
WAS02035,Twentyone Lake Public Water Access Site,From State 200 follow County 93 south for 3 miles to Gulch Lakes Rd.  Follow Gulch Lakes Rd south for 1 mile to access.,"[-94.841131, 47.161954]",DNR Division of Parks and Trails,1,1,1,0,5,0,gravel,1,gravel
WAS02036,Potato Lake (NW) Public Water Access Site,"6.3 mi N of Park Rapids on US Hwy 71, then 1.4 mi E on Cnty Rd 40, then .3 mi E on Twp Rd to N shore of west arm of the lake.","[-95.087289, 47.016158]",Hubbard County,1,0,1,0,4,0,asphalt,1,concrete slab
WAS02037,Portage Lake Public Water Access Site,"4 miles northwest of Park Rapids, off County Road 34, on a Township Road, on the south shore of Portage Lake.","[-95.123704, 46.964632]",Hubbard County,1,0,1,0,12,0,asphalt,1,natural
WAS02038,South Twin Lake Public Water Access Site,"3.7 mi S of Naytahwaush on Cnty Rd 4, then .4 mi E on Cnty Rd 104 to W shore.","[-95.657563, 47.230826]",DNR Division of Parks and Trails,0,0,1,0,10,0,natural,1,concrete slab
WAS02039,Stony Lake Public Water Access Site,"From Hubbard, 3 mi E on Mn Hwy 87, then 1 mi N on Cnty Rd 11, then 1 mi E on Twp Rd, then .4 mi N on Twp Rd to SW shore.","[-94.932849, 46.868038]",DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab
WAS02040,"Watonwan River, Blue Earth County Fair Public Water Access Site",Northern edge of the Blue Earth County Fairgrounds.,"[-94.15968, 44.049429]",Blue Earth County,0,0,1,0,6,6,natural,0,natural
WAS02041,"Straight River, Teepee Tonka Public Water Access Site",In Faribault's Tonka Park off of Division St E,"[-93.263425, 44.290141]",City of Faribault,0,0,1,0,5,5,natural,1,gravel
WAS02042,"Straight River, Medford Public Water Access Site",In Medford off of 4th Ave NW,"[-93.249063, 44.17759]",City of Medford,0,0,1,0,5,5,asphalt,1,concrete slab
WAS02043,"Straight River, Co Rd 45 Public Water Access Site",On Co Rd 45 1.7 miles south of Medford.,"[-93.243823, 44.148442]",Steele County,0,0,1,0,5,0,natural,0,natural
WAS02044,Roberds Lake Public Water Access Site,"2 mi NW of Faribault on Cnty Rd 11, then 1.5 mi W on Cnty Rd 37, then 0.5 mi N on Cnty Rd 69, then E on gravel road to NW shore.","[-93.358807, 44.330461]",DNR Division of Parks and Trails,2,0,1,0,26,0,asphalt,2,concrete slab
WAS02045,State Line Lake (N) Public Water Access Site,Off of US-69 at Gateway Park in Emmons.,"[-93.483136, 43.509401]",City of Emmons,0,0,1,0,6,0,natural,1,concrete slab
WAS02046,Sunfish Lake Public Water Access Site,4 mi N of Waterville on Mn Hwy 13 to W shore.,"[-93.585058, 44.286448]",Le Sueur County,0,0,1,0,8,2,gravel,1,concrete slab
WAS02047,Washington Lake (W) Public Water Access Site,"12 mi S of Saint Peter, off Cnty Rd 101, to W shore.","[-93.886372, 44.252005]",DNR Division of Parks and Trails,2,2,1,0,38,0,asphalt,4,concrete slab
WAS02048,Tustin Lake Public Water Access Site,In Elysian off of 5th St NE,"[-93.668493, 44.203881]",City of Elysian,0,0,1,0,0,6,gravel,1,natural
WAS02050,Tetonka Lake Public Water Access Site,3 mi W of Waterville to SW shore.,"[-93.60615, 44.224855]",DNR Division of Parks and Trails,1,1,1,0,20,4,asphalt,2,concrete slab
WAS02051,Round Grove Lake Public Water Access Site,0.5 mi SW of Stewart on NW shore.,"[-94.503289, 44.716587]",DNR Division of Parks and Trails,0,0,1,0,12,0,gravel,1,concrete slab
WAS02052,Silver Lake Public Water Access Site,5 mi E of Arlington on S shore.,"[-93.974724, 44.612361]",DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab
WAS02053,Whitney Lake Public Water Access Site,6.5 mi NE of Stewart to N shore.,"[-94.416771, 44.785697]",DNR Division of Parks and Trails,0,0,1,0,15,0,natural,1,natural
WAS02054,Watkins Lake Public Water Access Site,3 mi NE of Waseca to W shore.,"[-93.443337, 44.107142]",DNR Division of Fish and Wildlife,0,0,1,0,4,6,gravel,1,natural
WAS02055,"Watonwan River, Garden City Public Water Access Site",Southern Edge of the Blue Earth County Fairgrounds,"[-94.157923, 44.046098]",Blue Earth County,0,0,1,0,0,0,natural,1,natural
WAS02056,"Watonwan River, Hwy #169 Public Water Access Site",Madison St W at the northwest edge of Garden City.,"[-94.171431, 44.049149]",DNR Division of Parks and Trails,0,0,1,0,0,2,gravel,0,natural
WAS02057,Walnut Lake Public Water Access Site,7 mi SW of Wells on S shore.,"[-93.797269, 43.675364]",DNR Division of Parks and Trails,0,0,1,0,15,0,natural,1,concrete slab
WAS02058,"Rice Lake, Winnebago Public Water Access Site",From US-169 head east on Hwy 18 for 4.4 miles to the access.,"[-94.079714, 43.811873]",DNR Division of Parks and Trails,1,0,1,0,12,5,natural,1,concrete slab
WAS02059,Swan Lake (NW) Public Water Access Site,Take 200th St west out of Silver Lake for 0.8 miles to Jet Ave.  Follow Jet Ave north for 0.3 miles to Swan Lake Rd.  Follow Swan Lake Rd west for 0.7 miles to the access.,"[-94.239247, 44.915428]",McLeod County,1,0,1,0,20,0,asphalt,1,concrete slab
WAS02060,Portage Lake Public Water Access Site,"4 miles West of McGregor on MN Hwy. 210, then 2 miles South on Jevne Township Road.","[-93.420868, 46.577946]",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,concrete slab
WAS02061,Sissabagamah Lake Public Water Access Site,"East of Aitkin on County Hwy 47, 5 miles","[-93.60422, 46.509175]",DNR Division of Parks and Trails,1,0,1,0,18,0,gravel,1,concrete slab
WAS02062,Tamarack Lake Public Water Access Site,6 mi SW of Cromwell on MN Hwy 210 on SW shore.,"[-93.007696, 46.656065]",DNR Division of Parks and Trails,1,0,1,0,7,0,gravel,1,concrete slab
WAS02063,Sturgeon Lake Public Water Access Site,5 mi E of the city of Sturgeon Lake on N shore.,"[-92.744546, 46.396709]",DNR Division of Parks and Trails,1,1,1,0,20,0,asphalt,2,concrete slab
WAS02064,Pokegama Lake (S) Public Water Access Site,South access. 3 mi W of Pine City on Cnty Rd 7 to S shore.,"[-93.045676, 45.822367]",DNR Division of Parks and Trails,1,1,1,0,12,0,gravel,1,concrete slab
WAS02065,Tamarack Lake Public Water Access Site,3.5 mi S of Duxbury on Cnty Rd 24.,"[-92.508574, 46.070044]",DNR Division of Parks and Trails,1,1,1,0,6,0,gravel,1,concrete slab
WAS02066,"St. Louis River, Fond du Lac (W) Public Water Access Site",Head south out of Duluth on Hwy 23 for 9.2 miles to the access in Chambers Grove Park.,"[-92.283199, 46.660408]",City of Duluth,0,0,1,0,0,0,natural,0,concrete slab
WAS02067,Stump Lake Public Water Access Site,On Drummond Rd 1.4 miles southeast of Rollins.,"[-91.829287, 47.231753]",St. Louis County,0,0,1,0,2,0,gravel,1,gravel
WAS02068,"St. Louis River, Boyscout Public Water Access Site","In Duluth, off MN Hwy 23, to N bank.","[-92.22622, 46.653473]",DNR Division of Parks and Trails,1,1,1,0,10,10,,2,concrete slab
WAS02069,Sullivan Lake Public Water Access Site,"From Two Harbors, 26 miles north on County Road 2, then 0.5 miles west on County Road 15, then south about 0.5 miles, on Sullivan Lake.","[-91.669547, 47.381132]",DNR Division of Parks and Trails,0,0,1,0,4,0,gravel,1,gravel
WAS02070,Memegwesi Lake Public Water Access Site,"2.5 miles northeast of Isabella, on the north shore of Redskin Lake.","[-91.315929, 47.636222]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02071,"Rainy River, Loman Park Public Water Access Site",18.6 miles east of Baudette on Hwy 11.,"[-94.252573, 48.656083]",Koochiching County,0,0,1,0,24,0,natural,1,
WAS02072,"Whiteface Reservoir, USFS Campgrounds (N) Public Water Access Site","Approximately 13 mi S of Biwabik on Cnty Rd 4, then 6.5 mi E on Cnty Rd 16, then 3 mi S on Cnty Rd 618 to N shore.","[-92.147358, 47.327877]",U.S. Forest Service,2,1,1,0,11,19,asphalt,1,concrete slab
WAS02073,"Vermilion River, Buyck Public Water Access Site","In Buyck, on E side Cnty Rd 24, and N bank.","[-92.522816, 48.123881]",DNR Division of Parks and Trails,0,0,1,0,0,3,natural,1,natural
WAS02074,"Vermilion Lake, Stuntz Bay Public Water Access Site","2.5 miles northeast of Tower, on Stuntz Bay, on the south shore of Vermilion Lake.","[-92.238269, 47.826445]",Breitung Township,1,0,1,0,10,0,gravel,2,concrete slab
WAS02075,Two Mile Creek Public Water Access Site,Take Vermilion Dr north from Cook for 9.3 miles to Crane Lake Rd.  Follow Crane Lake Rd/Co Rd 24 for 8 miles to Co Rd 422.  Follow Co Rd 422 for 4.2 miles to access.,"[-92.467554, 47.988547]",DNR Division of Parks and Trails,0,0,1,0,0,0,natural,0,natural
WAS02076,"St. Louis River, Laird Creek Public Water Access Site","From Hoyt Lakes, drive east on County Highway 110 4.5 miles. Turn north on County Rd 569, follow for 2.7 miles. Turn east on the Skibo Rd (FR 120), follow 1.3 miles. Turn south on the Laird Creek Rd (FR 795), follow for 1.7 miles to access trail.","[-91.96704, 47.474723]",DNR Division of Parks and Trails,0,0,1,0,0,2,grass over gravel,0,
WAS02077,"Rice River, Hwy 53 (N) Public Water Access Site",North of Angora where the Rice River crosses Hwy 53,"[-92.674254, 47.809312]",DNR Division of Parks and Trails,0,0,1,0,0,3,gravel,0,natural
WAS02078,"Vermilion Lake, Everett Bay Public Water Access Site","4 mi W of Tower on Mn Hwy 169, then 3.75 mi N on Cnty Rd 77, then 1.5 mi E on Cnty Rd 414 to end of road.","[-92.348649, 47.833141]",DNR Division of Parks and Trails,0,0,1,0,12,0,asphalt,1,concrete slab
WAS02081,"St. Louis River, Brookston Public Water Access Site",In Brookston off of CR 31,"[-92.603998, 46.869325]",DNR Division of Parks and Trails,0,0,1,0,4,0,gravel,1,concrete slab
WAS02082,"St. Louis River, Townline Rd Public Water Access Site","One mile east of Forbes, on Mn Highway #16.","[-92.574049, 47.372052]",DNR Division of Parks and Trails,0,0,1,0,1,2,,0,natural
WAS02083,Stone Lake Public Water Access Site,"12 miles south of Eveleth, off County Road 319, on the southeast shore of Stone Lake.","[-92.549992, 47.28764]","56-17 Township, St. Louis County",1,1,1,0,4,0,gravel,1,concrete slab
WAS02084,"Rainy River, Vidas Public Water Access Site","7 miles east of Baudette, on MN Highway 11, on the Rainy River.","[-94.416126, 48.709313]",Koochiching County,0,0,1,0,14,0,asphalt,2,concrete slab
WAS02085,Wolf Lake (SE) Public Water Access Site,"21 miles east of Marcell, on the east shore of Wolf Lake.","[-93.255465, 47.563968]",Itasca County,0,0,1,0,2,0,,1,natural
WAS02086,Shoal Lake Public Water Access Site,"6 miles northwest of Nashwauk, off County Road 332, on the east shore of Shoal Lake.","[-93.242525, 47.469448]",Itasca County,0,0,1,0,2,0,,1,natural
WAS02087,Wolf Lake (SW) #2 Public Water Access Site,"15 mi N of Nashwauk on Mn Hwy 65, then 4 mi W on Cnty Rd 53 to S shore.","[-93.262797, 47.561166]",DNR Division of Parks and Trails,0,0,1,0,3,0,natural,1,natural
WAS02088,Thistledew Lake Public Water Access Site,"5 mi S of Togo on Mn Hwy 65, then 3.5 mi W on Cnty Rd 551 to NE shore.","[-93.239357, 47.79928]",DNR Division of Parks and Trails,1,0,1,0,4,0,natural,1,concrete slab
WAS02089,White Oak Lake Public Water Access Site,1 mi S of the city of Deer River to N shore.,"[-93.790533, 47.316616]",DNR Division of Parks and Trails,0,0,1,0,12,0,gravel,1,concrete slab
WAS02090,Otter Lake Public Water Access Site,"North of Hoveland, Hwy 16 (Arrowhead Trail) and Otter Lake Road","[-90.00868, 47.9877]",DNR Division of Parks and Trails,0,0,1,0,0,0,natural,0,natural
WAS02091,Junco Lake Public Water Access Site,"8 miles north of Grand Marais, off Forest Road 27, on the north side of a creek off Junco Lake.","[-90.419393, 47.859221]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02092,Marsh Lake Public Water Access Site,"15 miles northwest of Lutsen, off Forest Road 165, on the north shore of Marsh Lake.","[-90.812843, 47.837134]",U.S. Forest Service,0,0,1,0,0,2,,1,natural
WAS02093,Jim Lake Public Water Access Site,"24 miles north of Grand Marais, off Gunflint Trail to National Forest Road 309 to 1386 to 144.","[-90.291277, 48.001014]",U.S. Forest Service,0,0,1,0,3,0,natural,1,natural
WAS02094,Kimball Lake Public Water Access Site,"10.7 mi N of Grand Marais on the Gunflint Trail, then 2 mi E on Forest Rd 140, on the N shore.","[-90.228528, 47.863948]",U.S. Forest Service,0,1,1,0,4,0,gravel,1,concrete slab
WAS02095,McCormick Lake Public Water Access Site,2.5 miles E of Willow River on Walters Road to PWA,"[-92.791298, 46.321075]",DNR Division of Parks and Trails,1,1,1,0,6,4,gravel,1,concrete slab
WAS02096,Loon Lake Public Water Access Site,25 mi N of Grand Marais off CSAH 12 on SE shore.,"[-90.73734, 48.073803]",DNR Division of Parks and Trails,0,1,1,0,0,6,gravel,1,concrete slab
WAS02097,Ninemile Lake Public Water Access Site,14 mi NW of Finland on Cnty Rd 7 to E shore.,"[-91.075165, 47.577819]",U.S. Forest Service,0,1,1,0,8,0,gravel,1,concrete slab
WAS02098,Murphy Lake Public Water Access Site,Take Hwy 53 12.5 miles south of Eveleth to Public Access Road,"[-92.484187, 47.298395]",DNR Division of Parks and Trails,1,1,1,0,4,0,gravel,1,concrete slab
WAS02099,"Vermilion Lake, Birch Point Public Water Access Site",West on Hwy 1 from Tower for 4.2 miles.  North on Hwy 77 for 5.4 miles.  Northeast on Birch Point Rd for 1.5 miles to access.,"[-92.372165, 47.85804]",DNR Division of Parks and Trails,1,0,0,0,0,0,,1,concrete slab
WAS02100,"Vermilion Lake, Black Duck Bay Public Water Access Site",From Intersections of State Road 169 and County Road 77  follow CR 77  then take left on Bradley Road,"[-92.400509, 47.88492]",DNR Division of Parks and Trails,2,1,1,0,35,0,asphalt,2,concrete slab
WAS02101,"Sauk River, Frog Town Park Public Water Access Site","In Cold Spring, just downstream from the dam on the west side of the Sauk River.","[-94.420065, 45.45759]",City of Cold Spring,0,1,1,0,0,12,gravel,1,natural
